Username,FirstName,LastName,RoleId,RoleName,CourseOfferingId,CourseOfferingCode,CourseOfferingName,CourseSectionCode,GradeItemCategoryId,GradeItemCategoryName,GradeItemId,GradeItemName,GradeItemWeight,PointsNumerator,PointsDenominator,GradeValue,GradeLastModified
bugise,Jessica,Kennedy,104,Student,167243,CHSE114-40685-201910,Pathophysiology-Allied Health - 40685,CHSE114-40685-201910,1228579,QUIZZES,1228588,CASE STUDY 11-1,,196.08,20.0,100.0,2018-09-13T01:37:27.637
riningem,Leah,Flory,104,Student,167243,CHSE114-40685-201910,Pathophysiology-Allied Health - 40685,CHSE114-40685-201910,1228601,QUIZZES,1228610,CASE STUDY 4-1,,20.0,20.0,100.0,2018-09-22T02:49:12.747
golusinr,Hannah,Anderson,104,Student,167243,CHSE114-40685-201910,Pathophysiology-Allied Health - 40685,CHSE114-40685-201910,1228601,CASE STUDIES,1228588,CASE STUDY 1-2,,19.0,20.0,68.18,2018-11-29T01:04:44.987
sandborp,Natasha,Visser,104,Student,167243,CHSE114-40685-201910,Pathophysiology-Allied Health - 40685,CHSE114-40685-201910,1228601,EXAMS,1228628,CASE STUDY 6-2,,18.0,20.0,100.0,2018-12-04T18:09:30.590
zimmera8,Rebeka,Taber,104,Student,167243,CHSE114-40685-201910,Pathophysiology-Allied Health - 40685,CHSE114-40685-201910,1228601,QUIZZES,1228592,QUIZ 7,,20.0,20.0,100.0,2018-12-06T01:58:50.063
colek23,Stacy,Brown,104,Student,167243,CHSE114-40685-201910,Pathophysiology-Allied Health - 40685,CHSE114-40685-201910,0,CASE STUDIES,1228580,QUIZ 8,,20.0,20.0,100.0,2018-09-07T01:57:55.617
fifareke,Keri,Bugis,104,Student,167243,CHSE114-40685-201910,Pathophysiology-Allied Health - 40685,CHSE114-40685-201910,1228601,CASE STUDIES,1228604,QUIZ 8,,1279.96,20.0,95.45,2018-12-15T17:22:29.953
colek23,Jessica,Brown,104,Student,167243,CHSE114-40685-201910,Pathophysiology-Allied Health - 40685,CHSE114-40685-201910,1228579,CASE STUDIES,1228592,CASE STUDY 3-2,,1606.28,1400.0,95.0,2018-12-09T22:01:20.877
philla26,Eva,Taber,104,Student,167243,CHSE114-40685-201910,Pathophysiology-Allied Health - 40685,CHSE114-40685-201910,1228579,EXAMS,1228599,QUIZ 6,,20.0,20.0,100.0,2018-11-29T02:07:57.457
golusinr,Eva,Visser,104,Student,167243,CHSE114-40685-201910,Pathophysiology-Allied Health - 40685,CHSE114-40685-201910,1228601,QUIZZES,1228612,QUIZ 10,,20.0,20.0,95.0,2018-12-16T01:00:03.847
landag,Eva,Buffington,104,Student,167243,CHSE114-40685-201910,Pathophysiology-Allied Health - 40685,CHSE114-40685-201910,1228601,CASE STUDIES,1228580,QUIZ 1,,20.0,20.0,100.0,2018-11-29T19:00:59.767
philla26,Rachel,Parcha,104,Student,167243,CHSE114-40685-201910,Pathophysiology-Allied Health - 40685,CHSE114-40685-201910,1228601,QUIZZES,1228619,QUIZ 15,,20.0,20.0,82.0,2018-12-18T01:54:44.360
landag,Keri,Cole,104,Student,167243,CHSE114-40685-201910,Pathophysiology-Allied Health - 40685,CHSE114-40685-201910,1228601,QUIZZES,1228604,CASE STUDY 6-1,,20.0,20.0,77.27,2018-09-11T19:05:53.977
grassen,Hannah,Leach,104,Student,167243,CHSE114-40685-201910,Pathophysiology-Allied Health - 40685,CHSE114-40685-201910,1228579,CASE STUDIES,1228621,Quiz 16,,125.49,20.0,100.0,2018-12-12T00:34:59.067
riningem,Hannah,Phillips,104,Student,167243,CHSE114-40685-201910,Pathophysiology-Allied Health - 40685,CHSE114-40685-201910,1228579,CASE STUDIES,1228612,QUIZ 9,,132.0,20.0,85.0,2018-11-25T21:34:58.237
