Username,FirstName,LastName,RoleId,RoleName,CourseOfferingId,CourseOfferingCode,CourseOfferingName,CourseSectionCode,GradeItemCategoryId,GradeItemCategoryName,GradeItemId,GradeItemName,GradeItemWeight,PointsNumerator,PointsDenominator,GradeValue,GradeLastModified
pixleyl,Nickolas,Wilson,104,Student,167825,ARTS102-40584-201910,Design & Communication - 40584,ARTS102-40584-201910,1246244,Attendance and Participation,1246255,Rhythm and Color Schemes,6.42,4.0,4.0,97.14,2018-09-04T17:13:17.773
nasere,Dennis,Mcpharlin,104,Student,167825,ARTS102-40584-201910,Design & Communication - 40584,ARTS102-40584-201910,1246244,Assignments,1246233,Session 13 10-4,6.42,4.0,4.0,75.0,2018-10-29T18:20:18.840
covertd2,Toni,Ogline,104,Student,167825,ARTS102-40584-201910,Design & Communication - 40584,ARTS102-40584-201910,1246229,Attendance and Participation,1246254,Session 7. 9-13,0.47,4.0,70.0,100.0,2018-09-11T17:11:08.660
omarf1,Toni,Blake,104,Student,167825,ARTS102-40584-201910,Design & Communication - 40584,ARTS102-40584-201910,1246229,Assignments,1246238,Session 30,0.47,4.0,4.0,100.0,2018-12-06T20:45:12.307
mirest2,Rebecca,Beal,104,Student,167825,ARTS102-40584-201910,Design & Communication - 40584,ARTS102-40584-201910,1246229,Attendance and Participation,1246267,Session 23 11-8,0.47,4.0,4.0,100.0,2018-10-23T17:18:53.047
bealj3,Nickolas,Petrucci,104,Student,167825,ARTS102-40584-201910,Design & Communication - 40584,ARTS102-40584-201910,1246244,Attendance and Participation,1246233,Session 9. 9-20,0.47,4.0,4.0,92.86,2018-10-25T17:11:35.760
eogline,Dennis,Omar,104,Student,167825,ARTS102-40584-201910,Design & Communication - 40584,ARTS102-40584-201910,1246244,Attendance and Participation,1246258,Session 5,0.47,57.0,4.0,78.57,2018-11-15T18:19:12.643
hernanb6,Eman,Omar,104,Student,167825,ARTS102-40584-201910,Design & Communication - 40584,ARTS102-40584-201910,1246229,Attendance and Participation,1246263,Session 23 11-8,0.47,4.0,70.0,100.0,2018-09-18T20:08:12.583
petruccn,Christopher,Ogline,104,Student,167825,ARTS102-40584-201910,Design & Communication - 40584,ARTS102-40584-201910,1246244,Attendance and Participation,1246275,Session 18 10-23,0.47,66.0,4.0,100.0,2018-11-02T21:32:04.673
mirest2,Fardowsa,Petrucci,104,Student,167825,ARTS102-40584-201910,Design & Communication - 40584,ARTS102-40584-201910,1246229,Attendance and Participation,1246269,Final Exam,6.42,0.0,70.0,0.0,2018-11-13T18:08:45.337
cichyj,Toni,Sun,104,Student,167825,ARTS102-40584-201910,Design & Communication - 40584,ARTS102-40584-201910,1246244,Assignments,1246238,Session 21 11-1,0.47,4.0,4.0,94.29,2018-09-11T17:11:08.707
jwilson1,Eman,Mcpharlin,104,Student,167825,ARTS102-40584-201910,Design & Communication - 40584,ARTS102-40584-201910,1246244,Attendance and Participation,1246265,Session 6,0.47,68.0,4.0,100.0,2018-09-18T17:38:12.157
eogline,Isabella,Mires,104,Student,167825,ARTS102-40584-201910,Design & Communication - 40584,ARTS102-40584-201910,1246244,Attendance and Participation,1246261,Session 21 11-1,0.47,53.5,4.0,75.0,2018-11-01T17:08:14.333
voganc,John,Mires,104,Student,167825,ARTS102-40584-201910,Design & Communication - 40584,ARTS102-40584-201910,1246229,Attendance and Participation,1246269,Communications Quiz,6.42,0.0,4.0,93.33,2018-11-20T19:15:35.307
blakeg,Christopher,Mires,104,Student,167825,ARTS102-40584-201910,Design & Communication - 40584,ARTS102-40584-201910,1246244,Attendance and Participation,1246233,Session 22 11-6,0.47,0.0,70.0,100.0,2018-09-18T20:08:12.803
covertd2,Emma,Ogline,104,Student,167825,ARTS102-40584-201910,Design & Communication - 40584,ARTS102-40584-201910,1246229,Assignments,1246275,Session 21 11-1,0.47,4.0,4.0,100.0,2018-11-06T18:32:06.657
croffi,Jennifer,Naser,104,Student,167825,ARTS102-40584-201910,Design & Communication - 40584,ARTS102-40584-201910,1246244,Attendance and Participation,1223086,Rhythm and Color Schemes,9.17,61.0,4.0,100.0,2018-12-13T18:08:01.640
bealj3,Rebecca,Blake,104,Student,167825,ARTS102-40584-201910,Design & Communication - 40584,ARTS102-40584-201910,1246229,Attendance and Participation,1246237,Session 12 10-2,9.17,64.0,4.0,100.0,2018-11-13T18:08:45.603
hernanb6,Dennis,Sun,104,Student,167825,ARTS102-40584-201910,Design & Communication - 40584,ARTS102-40584-201910,1246244,Attendance and Participation,1246234,Space,0.47,4.0,4.0,100.0,2018-11-16T22:05:07.323
voganc,Julian,Wilson,104,Student,167825,ARTS102-40584-201910,Design & Communication - 40584,ARTS102-40584-201910,1246244,Assignments,1246250,Session 2,2.57,4.0,4.0,27.4,2018-09-27T17:13:25.300
solizc1,Christopher,Naser,104,Student,167825,ARTS102-40584-201910,Design & Communication - 40584,ARTS102-40584-201910,0,Attendance and Participation,1246237,FINAL PROJECT Bearden,0.47,4.0,100.0,100.0,2018-10-09T17:15:57.590
