Username,FirstName,LastName,RoleId,RoleName,CourseOfferingId,CourseOfferingCode,CourseOfferingName,CourseSectionCode,GradeItemCategoryId,GradeItemCategoryName,GradeItemId,GradeItemName,GradeItemWeight,PointsNumerator,PointsDenominator,GradeValue,GradeLastModified
gloverm3,Corbin,Maldonado,104,Student,167357,CHEM125-40378-201910,Basic Chemistry - 40378,CHEM125-40378-201910,1220313,,1220315,Unit 5 Homework,,10.0,4.0,100.0,2018-12-11T03:30:24.100
stantos1,Connor,Garcia Rivera,104,Student,167357,CHEM125-40378-201910,Basic Chemistry - 40378,CHEM125-40378-201910,1220299,Test,1220306,Chapter 17 Quiz 12,,364.0,,100.0,2018-12-06T16:44:09.570
jacobm3,Morgan,Villarreal,104,Student,167357,CHEM125-40378-201910,Basic Chemistry - 40378,CHEM125-40378-201910,1220313,Quiz,1220304,Test 5,,7.0,100.0,85.47,2018-11-13T16:24:25.180
farriek1,Corbin,Lee,104,Student,167357,CHEM125-40378-201910,Basic Chemistry - 40378,CHEM125-40378-201910,1220331,Homework,1220308,Chapter 16 Quiz 10,,8.0,4.0,50.0,
manteia,Kevin,Ivezaj,104,Student,167357,CHEM125-40378-201910,Basic Chemistry - 40378,CHEM125-40378-201910,1220331,Quiz,1220302,Chapter 10 Quiz 6,,1.0,100.0,80.0,2018-12-11T03:55:31.190
sklenerc,Jessica,Farrier,104,Student,167357,CHEM125-40378-201910,Basic Chemistry - 40378,CHEM125-40378-201910,1220307,Test,1220308,Unit 1 Homework,,2.5,4.0,100.0,2018-09-11T15:23:29.453
leee32,Alexis,Jacob,104,Student,167357,CHEM125-40378-201910,Basic Chemistry - 40378,CHEM125-40378-201910,1220313,Quiz,1220318,Chapter 7 Quiz 5,,1.0,10.0,0.0,2018-10-18T13:57:13.930
manteia,William,Gildo,104,Student,167357,CHEM125-40378-201910,Basic Chemistry - 40378,CHEM125-40378-201910,1220313,Quiz,1220328,Chapter 3 Quiz 2,,91.5,100.0,0.0,2018-10-23T15:41:17.613
farriek1,Hector Andres,Stanton,104,Student,167357,CHEM125-40378-201910,Basic Chemistry - 40378,CHEM125-40378-201910,1220313,Test,1220300,Chapter 12 Quiz 8,,0.0,4.0,82.12,2018-12-06T16:29:16.723
rankothv,Anthony,Glover,104,Student,167357,CHEM125-40378-201910,Basic Chemistry - 40378,CHEM125-40378-201910,0,Quiz,1220319,participation points,,10.0,4.0,93.0,2018-11-13T16:24:25.397
lowec15,Raven,Villarreal,104,Student,167357,CHEM125-40378-201910,Basic Chemistry - 40378,CHEM125-40378-201910,1220299,Quiz,1220310,Unit 2 Homework,,10.0,50.0,84.12,2018-12-06T16:39:50.357
mckerrk1,Kody,Garcia Rivera,104,Student,167357,CHEM125-40378-201910,Basic Chemistry - 40378,CHEM125-40378-201910,1220313,Quiz,1220332,Final Adjusted Grade,,88.5,4.0,65.0,
