Username,FirstName,LastName,RoleId,RoleName,CourseOfferingId,CourseOfferingCode,CourseOfferingName,CourseSectionCode,GradeItemCategoryId,GradeItemCategoryName,GradeItemId,GradeItemName,GradeItemWeight,PointsNumerator,PointsDenominator,GradeValue,GradeLastModified
parisik1,Samantha,Boose,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,0,Exams,1236351,#8 - Teeth Measure,,0.1,2.0,0.0,2018-09-04T01:44:49.980
smits133,Samantha,Boose,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236370,In-class Activities,1236369,Lab DNA,,4.0,7.0,100.0,2018-10-09T18:00:57.370
herringv,Ashlyn,Munyengeterwa,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236339,Daily Partcipation,1236340,8-30,,1.5,1.0,100.0,2018-10-07T04:56:57.267
cronank,Veronica,Watson,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236339,Daily Partcipation,1236420,9-20,,1.0,0.1,0.0,2018-11-13T21:13:08.653
moorea73,Solomon,Herrington,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236339,Daily Partcipation,1236394,#1 - 8-28,,0.1,0.1,100.0,2018-10-21T02:03:56.220
valdespl,Kenneth,Valdespino-Soria,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236370,Daily Partcipation,1236368,9-25,,6.78,1.0,100.0,2018-10-22T03:06:10.700
hicksm1,Brenden,Tran,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236413,In-class Activities,1236364,Final Calculated Grade,,1.0,1.0,100.0,2018-08-29T15:00:57.100
mehp2,Brenden,Rigotti,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236334,Daily Partcipation,1236400,Exam 6 - 11-29,,0.9,0.1,100.0,2018-10-04T18:04:26.203
rigottir,Kenneth,Hicks,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236370,Daily Partcipation,1236376,Quiz 5 - 11-11,,0.1,0.1,100.0,2018-11-25T03:10:41.610
tranj11,Mariah,Hicks,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236387,,1236369,#16 - 12-11,,1.0,7.0,100.0,2018-12-10T05:46:46.930
hicksm1,Stacy,Silva,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236339,Daily Partcipation,1236351,Quiz 0 - 9-24,,0.1,1.0,100.0,2018-11-13T21:17:34.100
silvad3,Veronica,Jackson,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236339,Daily Partcipation,1236383,#10 - 10-30,,0.9,0.1,100.0,2018-10-21T02:03:56.423
cronank,Solomon,Connelly,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236339,Daily Partcipation,1236359,11-1,,0.1,1.0,100.0,2018-10-21T01:52:24.900
cronank,Jonathan-Daniel,Cronan,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236370,Lab Activities,1236359,Quiz 6 - 11-27,,0.1,0.1,100.0,2018-09-12T18:36:00.147
dodge9,Savannah,Dodge,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236387,Daily Partcipation,1236369,Quiz 7 - 12-11,,0.1,1.0,95.0,2018-10-30T04:33:55.337
hicksm1,Daryan,Cronan,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236370,Daily Partcipation,1236350,Quiz 0 - 9-24,,1.0,1.5,100.0,2018-12-12T14:50:12.253
dodge9,Solomon,Jackson,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236370,Daily Partcipation,1236408,#9 - 10-23,,1.0,0.1,100.0,2018-10-23T15:04:40.683
parisik1,Avianna,Silva,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236413,Quizzes,1236393,#8 - Teeth Measure,,1.0,1.0,100.0,2018-10-07T04:56:57.207
boosed,Samantha,Valdespino-Soria,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236387,Daily Partcipation,1236333,#6 - 9-25,,1.5,0.1,100.0,2018-11-13T22:15:56.440
munyengk,Amarie,Weber,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236339,Daily Partcipation,1236356,9-20,,95.85,1.5,100.0,2018-08-29T15:04:00.680
tranj11,Poe,Meh,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236404,Daily Partcipation,1236416,9-13,,4.0,0.1,100.0,2018-10-23T15:04:40.607
boosed,Avianna,Boose,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236339,In-class Activities,1236376,10-9,,91.8,7.0,100.0,2018-11-01T17:49:50.070
jacksa84,Stacy,Cronan,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236404,Lab Activities,1236415,Wiki 3 - 10-29,,0.1,0.5,95.71,2018-11-13T21:09:43.843
dodge9,Veronica,Rigotti,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236398,Daily Partcipation,1236344,#13 - 11-15,,0.1,1.0,100.0,2018-11-28T23:08:13.757
silvad3,Dereka,Chaffee,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236370,Daily Partcipation,1236346,10-30,,0.95,0.1,87.33,2018-11-19T02:58:45.420
valdespl,Danielle,Connelly,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236404,Wiki,1236376,Lab Biomolecule,,1.0,1.0,100.0,2018-10-15T06:34:36.233
boosed,Mariah,Connelly,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236370,Quizzes,1236397,#10 - 10-30,,0.1,0.1,80.0,2018-10-15T06:35:41.450
hicksm1,Savannah,Simmons,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236339,Daily Partcipation,1236354,#14 - 11-29,,0.1,0.1,100.0,2018-09-09T04:17:21.967
parisik1,Amari,Parisian,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236370,In-class Activities,1236340,#13 - 11-15,,1.0,1.0,68.57,2018-09-12T18:36:48.523
moorea73,Amari,Munyengeterwa,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,0,Quizzes,1236386,10-11,,1.5,1.0,100.0,2018-11-16T04:13:50.510
boosed,Brenden,Munyengeterwa,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236370,In-class Activities,1236374,11-13,,0.45,1.5,0.0,2018-11-01T17:49:50.180
hicksm1,Poe,Meh,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236387,Daily Partcipation,1236348,#12 - 11-15,,1.5,1.0,100.0,2018-11-19T03:48:10.350
connela2,Samantha,Cronan,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236339,Wiki,1236346,Quiz 3 - 10-9,,0.1,1.0,100.0,2018-11-13T20:43:38.110
dodge9,Kenneth,Hicks,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236339,In-class Activities,1236362,11-6,,0.48,0.1,100.0,2018-12-12T18:18:48.747
parisik1,Poe,Tran,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236370,Daily Partcipation,1236383,11-15,,1.0,0.1,100.0,2018-09-22T16:48:43.253
diana1,Anna,Boose,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236370,Daily Partcipation,1236348,#14 - 11-29,,0.1,1.0,100.0,2018-10-06T05:26:43.783
chaffes3,Anna,Diana,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236339,Daily Partcipation,1236385,10-16,,0.1,7.0,100.0,2018-12-06T03:21:47.473
cronank,Kassandra,Hill,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236387,Exams,1250026,9-4,,1.5,1.0,100.0,2018-09-14T17:30:53.423
hilla55,Veronica,Diana,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236387,Quizzes,1236364,10-16,,0.0,1.0,100.0,2018-12-17T19:57:01.140
webers13,Ashlyn,Chaffee,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236370,Daily Partcipation,1236414,10-4,,0.1,0.1,100.0,2018-10-09T18:00:57.170
cronank,Dereka,Herrington,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236370,Daily Partcipation,1236344,#3 - 9-4,,0.1,1.0,100.0,2018-12-13T02:57:48.780
herringv,Kenneth,Chaffee,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236339,In-class Activities,1236368,11-13,,80.57,1.0,100.0,2018-10-09T18:00:57.403
dodge9,Samantha,Watson,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236339,Quizzes,1236364,11-13,,1.0,0.1,100.0,2018-12-03T05:55:52.437
connela2,Avianna,Meh,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236413,Daily Partcipation,1236378,#4 - 9-6,,0.1,2.0,100.0,2018-11-29T00:38:51.613
herringv,Mariah,Chaffee,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236387,Quizzes,1236343,9-25,,1.0,1.0,0.0,2018-12-03T05:55:52.483
hicksm1,Mariah,Valdespino-Soria,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236404,Quizzes,1236373,9-11,,0.1,1.0,96.49,2018-12-03T05:55:52.513
watsob16,Savannah,Moore,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236370,Quizzes,1236350,Quiz 0 - 9-24,,0.1,0.1,95.0,2018-08-29T15:03:59.790
boosed,Veronica,Connelly,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236339,Daily Partcipation,1236353,10-2,,2.0,0.1,85.71,2018-10-21T01:43:09.633
cronank,Amarie,Boose,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236339,In-class Activities,1236378,12-6,,0.1,1.0,0.0,2018-10-21T02:03:55.847
chaffes3,Daryan,Diana,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236339,In-class Activities,1236377,10-25,,0.1,1.0,71.86,2018-09-26T16:14:44.573
herringv,Kassandra,Hicks,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236387,Wiki,1236345,#4 - 9-6,,0.1,1.0,100.0,2018-12-17T19:57:01.800
silvad3,Avianna,Munyengeterwa,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236370,Daily Partcipation,1236419,#5 - 9-11,,0.47,0.1,95.0,2018-09-09T04:34:04.020
watsob16,Solomon,Watson,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236339,In-class Activities,1236418,Lab: Translation,,0.95,1.0,100.0,2018-12-10T05:41:38.547
chaffes3,Jonathan-Daniel,Meredith,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236413,Quizzes,1236382,10-16,,4.0,1.5,100.0,2018-09-09T04:34:03.943
munyengk,Kassandra,Davis,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236339,Quizzes,1236407,Presentation Grade,,1.0,1.0,100.0,2018-11-13T20:43:37.970
herringv,Danielle,Meredith,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236387,Daily Partcipation,1236377,11-20,,1.0,1.0,100.0,2018-11-07T07:54:53.237
chaffes3,Julie,Hicks,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236387,Daily Partcipation,1236393,8-28,,5.9,0.1,100.0,2018-12-10T05:40:37.250
tranj11,Ashlyn,Valdespino-Soria,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236370,In-class Activities,1236369,Quiz 4 - 10-21,,1.5,0.1,100.0,2018-08-29T15:03:58.557
tranj11,Julie,Davis,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236404,Daily Partcipation,1236409,Quiz 2 - 9-25,,0.5,1.5,93.33,2018-11-13T21:13:08.793
rigottir,Veronica,Rigotti,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236370,In-class Activities,1236405,9-18,,1.0,1.0,100.0,2018-11-19T03:24:29.063
mehp2,Solomon,Hill,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236370,Lab Activities,1236420,#11 - 11-6,,1.0,0.1,90.0,2018-10-30T04:37:59.540
boosed,Kayla,Parisian,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236387,Daily Partcipation,1236349,12-6,,0.85,1.0,100.0,2018-10-10T13:58:23.040
watsob16,Veronica,Rigotti,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236339,Quizzes,1236366,11-6,,0.1,0.1,100.0,2018-12-06T03:01:23.480
connela2,Jonathan-Daniel,Hill,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236339,Daily Partcipation,1236374,#15 - 12-6,,0.1,1.0,100.0,2018-11-13T21:17:33.957
hilla55,Leticia,Cronan,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236339,In-class Activities,1236354,11-29,,1.5,1.5,100.0,2018-10-21T01:43:10.163
dodge9,Veronica,Diana,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236339,In-class Activities,1236378,9-25,,1.0,7.0,100.0,2018-09-19T16:20:24.393
hicksm1,Mariah,Herrington,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236339,Daily Partcipation,1236384,10-2,,1.0,0.1,82.71,2018-10-10T13:56:54.713
moorea73,Danielle,Simmons,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236339,Daily Partcipation,1236415,Quiz 0 - 9-24,,1.0,1.0,100.0,2018-12-06T03:21:47.380
connela2,Jonathan-Daniel,Silva,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236387,Wiki,1236391,10-18,,0.1,0.1,100.0,2018-12-10T05:41:38.763
cronank,Mariah,Simmons,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236370,Quizzes,1236383,#13 - 11-15,,0.1,1.0,100.0,2018-10-15T06:35:41.357
herringv,Julie,Silva,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236339,Daily Partcipation,1236393,10-9,,0.1,0.1,58.57,2018-11-19T03:02:06.980
parisik1,Savannah,Munyengeterwa,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236413,Lab Activities,1236416,9-13,,0.1,1.0,100.0,2018-09-12T18:35:59.930
cronank,Julie,Dodge,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236339,Daily Partcipation,1236400,Lab Enzymes,,0.1,0.1,100.0,2018-09-20T19:12:25.373
hicksm1,Stacy,Chaffee,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236370,Wiki,1236405,9-11,,0.1,0.1,100.0,2018-11-16T17:53:06.080
mehp2,Amari,Hill,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236387,Lab Activities,1236374,11-15 Sub Video Q's,,1.0,1.0,100.0,2018-10-25T17:22:06.453
parisik1,Anna,Meh,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236387,In-class Activities,1236367,12-11,,0.1,0.1,95.0,2018-12-03T05:17:33.647
diana1,Amarie,Tran,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236370,,1236361,9-13,,6.95,0.1,100.0,2018-10-22T03:06:10.293
mehp2,Savannah,Boose,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236339,In-class Activities,1236382,#6 - 9-25,,1.0,1.0,99.29,2018-12-10T05:41:39.110
connela2,Solomon,Connelly,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236339,Exams,1236337,#7 - 10-9 - 1,,0.95,2.0,89.29,2018-09-12T18:36:48.083
mehp2,Poe,Hicks,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236339,In-class Activities,1236391,Quiz 6 - 11-27,,0.1,1.0,100.0,2018-10-30T04:37:59.523
connela2,Kassandra,Chaffee,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236370,Daily Partcipation,1236385,10-11,,1.0,1.0,100.0,2018-11-14T05:29:34.903
valdespl,Poe,Chaffee,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236413,In-class Activities,1236364,12-4,,85.18,0.1,100.0,2018-12-03T05:17:33.913
smits133,Daryan,Weber,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236387,In-class Activities,1236381,Resume,,1.9,0.1,114.29,2018-10-21T02:03:56.423
diana1,Mariah,Diana,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236339,Daily Partcipation,1236396,9-13,,0.1,0.1,100.0,2018-11-19T02:58:45.297
herringv,Danielle,Cronan,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236387,In-class Activities,1236416,Final Calculated Grade,,7.0,0.1,0.0,2018-10-30T04:33:55.290
dodge9,Leticia,Moore,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236339,Daily Partcipation,1236358,Exam 7 - 12-13,,0.1,0.1,69.57,2018-09-19T16:20:24.283
moorea73,Leticia,Valdespino-Soria,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236339,Daily Partcipation,1236360,#9 - 10-23,,1.0,7.0,100.0,2018-09-04T01:44:17.777
silvad3,Julie,Chaffee,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236387,Daily Partcipation,1236401,Lab Ferment,,1.0,0.1,65.0,2018-11-14T05:29:34.920
davisd85,Brenden,Rigotti,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236387,Daily Partcipation,1236348,Lab Microscopy,,0.1,7.0,100.0,2018-09-14T17:30:53.017
watsob16,Danielle,Meredith,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236339,In-class Activities,1236394,#13 - 11-15,,5.2,1.5,100.0,2018-12-12T18:18:00.793
munyengk,Brenden,Valdespino-Soria,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236370,Daily Partcipation,1236371,10-18,,0.1,1.0,100.0,2018-11-19T03:02:06.667
boosed,Solomon,Valdespino-Soria,104,Student,167595,BIOL121-40320-201910,Biol Foundation for Physiology - 40320,BIOL121-40320-201910,1236334,Lab Activities,1236349,Lab Enzymes,,1.0,0.1,100.0,2018-11-13T21:17:34.240
