Username,FirstName,LastName,RoleId,RoleName,CourseOfferingId,CourseOfferingCode,CourseOfferingName,CourseSectionCode,GradeItemCategoryId,GradeItemCategoryName,GradeItemId,GradeItemName,GradeItemWeight,PointsNumerator,PointsDenominator,GradeValue,GradeLastModified
liggettk,Sara,Hendzel,104,Student,167273,CHEM251-40413-201910,Organic Chemistry Lecture I - 40413,CHEM251-40413-201910,1288358,Exams,1288359,Summary #13,,2.0,100.0,68.0,2018-11-01T16:28:22.420
linsleb1,Elijah,Deyoung,104,Student,167273,CHEM251-40413-201910,Organic Chemistry Lecture I - 40413,CHEM251-40413-201910,1232498,Chemical & Engineering Weekly Reports,1232617,Exam 2,,2.0,25.0,84.56,2018-10-30T16:01:16.897
semkev,Lacey,Do,104,Student,167273,CHEM251-40413-201910,Organic Chemistry Lecture I - 40413,CHEM251-40413-201910,1232503,Chemical & Engineering Weekly Reports,1232602,Quiz 3,,0.0,2.0,84.0,2018-10-05T12:44:19.343
wichmans,Leeann,Semke,104,Student,167273,CHEM251-40413-201910,Organic Chemistry Lecture I - 40413,CHEM251-40413-201910,1232503,Exams,1232606,Final B,,2.0,100.0,100.0,2018-10-31T16:28:53.937
savoiee,Maria,Hein,104,Student,167273,CHEM251-40413-201910,Organic Chemistry Lecture I - 40413,CHEM251-40413-201910,1232502,Exams,1232621,Quiz 4,,39.0,2.0,100.0,2018-09-06T03:23:18.247
heinr4,Breanna,Kamil,104,Student,167273,CHEM251-40413-201910,Organic Chemistry Lecture I - 40413,CHEM251-40413-201910,1232503,Chemical & Engineering Weekly Reports,1232620,Exam 5,,2.0,100.0,73.75,2018-11-15T21:08:06.310
toddd7,Khalil,Anderson,104,Student,167273,CHEM251-40413-201910,Organic Chemistry Lecture I - 40413,CHEM251-40413-201910,1232498,,1288360,Final B,,19.5,2.0,100.0,2018-11-15T20:57:21.573
kamila,Lacey,Savoie,104,Student,167273,CHEM251-40413-201910,Organic Chemistry Lecture I - 40413,CHEM251-40413-201910,1232503,Presentation,1232618,Summary #8,,2.0,2.0,100.0,2018-12-13T19:09:34.043
nguyet40,Khalil,Todd,104,Student,167273,CHEM251-40413-201910,Organic Chemistry Lecture I - 40413,CHEM251-40413-201910,1232499,Quizzes,1232685,Quiz 3,,2.0,2.0,100.0,2018-10-04T17:21:31.017
toddd7,Raven,Deyoung,104,Student,167273,CHEM251-40413-201910,Organic Chemistry Lecture I - 40413,CHEM251-40413-201910,1232503,Exams,1219925,Exam 1,,2.0,25.0,100.0,2018-10-21T12:36:22.117
semkev,Darryl,Wichman,104,Student,167273,CHEM251-40413-201910,Organic Chemistry Lecture I - 40413,CHEM251-40413-201910,1232503,Exams,1232606,Quiz 4,,70.0,2.0,100.0,2018-12-08T11:12:08.953
