Username,FirstName,LastName,RoleId,RoleName,CourseOfferingId,CourseOfferingCode,CourseOfferingName,CourseSectionCode,GradeItemCategoryId,GradeItemCategoryName,GradeItemId,GradeItemName,GradeItemWeight,PointsNumerator,PointsDenominator,GradeValue,GradeLastModified
gamezmaa,Andrew,Hassan,104,Student,167985,AAST290-41690-201910,ESOL Level 5 Combined Skills - 41690,AAST290-41690-201910,0,,1271910,Written Final,,5.0,100.0,100.0,2018-09-07T00:38:03.457
mashhada,Rafaa,Hassan,104,Student,167985,AAST290-41690-201910,ESOL Level 5 Combined Skills - 41690,AAST290-41690-201910,0,,1250748,Midterm,,0.0,5.0,100.0,2018-09-04T21:59:47.223
gamezmaa,Margaret,Hassan,104,Student,167985,AAST290-41690-201910,ESOL Level 5 Combined Skills - 41690,AAST290-41690-201910,0,,1271913,No Red Ink,,22.0,10.0,0.0,2018-11-30T00:39:12.680
izadim,Cesar,Hassan,104,Student,167985,AAST290-41690-201910,ESOL Level 5 Combined Skills - 41690,AAST290-41690-201910,0,,1287342,Class19,,5.0,5.0,91.4,2018-12-13T23:06:46.353
osmana,Ashok,Mashhadani,104,Student,167985,AAST290-41690-201910,ESOL Level 5 Combined Skills - 41690,AAST290-41690-201910,0,,1271909,Class 12,,5.0,100.0,87.0,2018-12-18T22:59:22.810
liux12,Rafaa,Osman,104,Student,167985,AAST290-41690-201910,ESOL Level 5 Combined Skills - 41690,AAST290-41690-201910,0,,1271917,Class 3,,94.0,100.0,100.0,2018-10-17T00:01:59.577
mashhada,Ashok,Rivas-Ayala,104,Student,167985,AAST290-41690-201910,ESOL Level 5 Combined Skills - 41690,AAST290-41690-201910,0,,1261080,SI 1,,5.0,5.0,92.0,2018-11-30T00:39:12.260
mehd,Margaret,Shakir,104,Student,167985,AAST290-41690-201910,ESOL Level 5 Combined Skills - 41690,AAST290-41690-201910,0,,1261074,Class 20,,5.0,1075.0,100.0,2018-09-07T00:38:03.550
lakandra,Amanuel,Khudhair,104,Student,167985,AAST290-41690-201910,ESOL Level 5 Combined Skills - 41690,AAST290-41690-201910,0,,1271930,Class 13,,5.0,5.0,100.0,2018-12-04T21:23:51.683
khudhair,Rawaa,Aldulaimi,104,Student,167985,AAST290-41690-201910,ESOL Level 5 Combined Skills - 41690,AAST290-41690-201910,0,,1253806,Class 12,,5.0,5.0,82.0,2018-10-04T21:53:22.020
rivasayp,Masoud,Lakandri,104,Student,167985,AAST290-41690-201910,ESOL Level 5 Combined Skills - 41690,AAST290-41690-201910,0,,1253792,SI 1,,38.0,100.0,100.0,2018-09-07T00:38:03.660
liux12,Andrew,Gamez Martin,104,Student,167985,AAST290-41690-201910,ESOL Level 5 Combined Skills - 41690,AAST290-41690-201910,0,,1271924,Midterm,,5.0,5.0,100.0,2018-12-18T22:41:10.460
liux12,Margaret,Chavez,104,Student,167985,AAST290-41690-201910,ESOL Level 5 Combined Skills - 41690,AAST290-41690-201910,0,,1261080,No Red Ink,,5.0,10.0,0.0,2018-09-04T21:59:46.863
shakirz1,Ashok,Rivas-Ayala,104,Student,167985,AAST290-41690-201910,ESOL Level 5 Combined Skills - 41690,AAST290-41690-201910,0,,1253813,Class 17,,10.0,5.0,100.0,2018-11-30T00:39:12.727
gamezmaa,Masoud,Gamez Martin,104,Student,167985,AAST290-41690-201910,ESOL Level 5 Combined Skills - 41690,AAST290-41690-201910,0,,1253808,Class 25,,84.0,5.0,100.0,2018-10-09T23:35:04.533
gugsaa,Amanuel,Mashhadani,104,Student,167985,AAST290-41690-201910,ESOL Level 5 Combined Skills - 41690,AAST290-41690-201910,0,,1261077,RR 1,,5.0,100.0,100.0,2018-10-17T00:01:59.810
aldulair,Ashok,Izadi,104,Student,167985,AAST290-41690-201910,ESOL Level 5 Combined Skills - 41690,AAST290-41690-201910,0,,1271925,Class 7,,36.0,5.0,100.0,2018-09-25T23:38:26.093
hassany,Ashok,Lakandri,104,Student,167985,AAST290-41690-201910,ESOL Level 5 Combined Skills - 41690,AAST290-41690-201910,0,,1275708,Class 27,,10.0,10.0,68.0,2018-11-30T00:39:12.087
gugsaa,Margaret,Mashhadani,104,Student,167985,AAST290-41690-201910,ESOL Level 5 Combined Skills - 41690,AAST290-41690-201910,0,,1253801,Class19,,5.0,5.0,100.0,2018-09-11T21:22:45.923
rivasayp,Aliuska,Aldulaimi,104,Student,167985,AAST290-41690-201910,ESOL Level 5 Combined Skills - 41690,AAST290-41690-201910,0,,1271924,No Red Ink,,5.0,5.0,0.0,2018-09-04T21:59:47.223
aldulair,Cesar,Aldulaimi,104,Student,167985,AAST290-41690-201910,ESOL Level 5 Combined Skills - 41690,AAST290-41690-201910,0,,1287341,RR 3,,5.0,5.0,100.0,2018-12-18T23:04:15.557
aldulair,Aliuska,Gugsa,104,Student,167985,AAST290-41690-201910,ESOL Level 5 Combined Skills - 41690,AAST290-41690-201910,0,,1271923,Skills Test 1,,5.0,10.0,0.0,2018-10-17T00:02:00.153
chavezc5,Paulina,Gamez Martin,104,Student,167985,AAST290-41690-201910,ESOL Level 5 Combined Skills - 41690,AAST290-41690-201910,0,,1253798,Final Adjusted Grade,,42.0,5.0,100.0,2018-12-07T00:18:30.297
liux12,Paulina,Mashhadani,104,Student,167985,AAST290-41690-201910,ESOL Level 5 Combined Skills - 41690,AAST290-41690-201910,0,,1253813,Class 3,,33.0,10.0,100.0,2018-11-30T00:39:12.057
osmana,Aliuska,Hassan,104,Student,167985,AAST290-41690-201910,ESOL Level 5 Combined Skills - 41690,AAST290-41690-201910,0,,1253801,Class 18,,39.0,10.0,100.0,2018-12-07T01:38:04.963
izadim,Rafaa,Rivas-Ayala,104,Student,167985,AAST290-41690-201910,ESOL Level 5 Combined Skills - 41690,AAST290-41690-201910,0,,1250748,Class19,,5.0,5.0,100.0,2018-12-13T23:44:45.500
shakirz1,Margaret,Shakir,104,Student,167985,AAST290-41690-201910,ESOL Level 5 Combined Skills - 41690,AAST290-41690-201910,0,,1266589,Class 11,,1014.85,5.0,100.0,2018-12-18T22:59:21.153
hassany,Rawaa,Liu,104,Student,167985,AAST290-41690-201910,ESOL Level 5 Combined Skills - 41690,AAST290-41690-201910,0,,1253792,Class 16,,10.0,5.0,96.0,2018-10-09T23:35:04.703
osmana,Andrew,Aldulaimi,104,Student,167985,AAST290-41690-201910,ESOL Level 5 Combined Skills - 41690,AAST290-41690-201910,0,,1271914,Class 24,,5.0,50.0,100.0,2018-09-25T23:38:25.843
gugsaa,Ashok,Chavez,104,Student,167985,AAST290-41690-201910,ESOL Level 5 Combined Skills - 41690,AAST290-41690-201910,0,,1271909,Class 4,,0.0,100.0,0.0,2018-11-30T00:39:11.913
gugsaa,Rafaa,Chavez,104,Student,167985,AAST290-41690-201910,ESOL Level 5 Combined Skills - 41690,AAST290-41690-201910,0,,1271909,Class 26,,,5.0,100.0,2018-09-27T21:41:04.610
gugsaa,Amanuel,Chavez,104,Student,167985,AAST290-41690-201910,ESOL Level 5 Combined Skills - 41690,AAST290-41690-201910,0,,1253800,Class 5,,10.0,5.0,0.0,2018-10-09T23:35:04.580
lakandra,Rawaa,Khudhair,104,Student,167985,AAST290-41690-201910,ESOL Level 5 Combined Skills - 41690,AAST290-41690-201910,0,,1261077,Class 17,,5.0,10.0,80.0,2018-12-13T23:06:46.260
mashhada,Paulina,Chavez,104,Student,167985,AAST290-41690-201910,ESOL Level 5 Combined Skills - 41690,AAST290-41690-201910,0,,1253801,Written Final,,10.0,100.0,50.0,2018-12-13T23:06:46.213
liux12,Cesar,Liu,104,Student,167985,AAST290-41690-201910,ESOL Level 5 Combined Skills - 41690,AAST290-41690-201910,0,,1271911,Class 27,,782.0,50.0,62.0,2018-10-09T23:35:04.410
chavezc5,Yassameen,Mashhadani,104,Student,167985,AAST290-41690-201910,ESOL Level 5 Combined Skills - 41690,AAST290-41690-201910,0,,1271912,Class 30,,10.0,5.0,0.0,2018-09-27T21:41:04.517
lakandra,Xianyao,Chavez,104,Student,167985,AAST290-41690-201910,ESOL Level 5 Combined Skills - 41690,AAST290-41690-201910,0,,1250747,Class 6,,3.0,100.0,0.0,2018-09-07T00:38:03.737
mashhada,Cesar,Osman,104,Student,167985,AAST290-41690-201910,ESOL Level 5 Combined Skills - 41690,AAST290-41690-201910,0,,1271916,Class 25,,5.0,5.0,100.0,2018-09-25T23:38:25.640
gugsaa,Zahraa,Gamez Martin,104,Student,167985,AAST290-41690-201910,ESOL Level 5 Combined Skills - 41690,AAST290-41690-201910,0,,1271910,No Red Ink,,10.0,5.0,100.0,2018-12-12T00:25:00.997
liux12,Andrew,Hassan,104,Student,167985,AAST290-41690-201910,ESOL Level 5 Combined Skills - 41690,AAST290-41690-201910,0,,1261076,Class 8,,5.0,5.0,82.0,2018-11-30T00:39:11.960
mashhada,Masoud,Lakandri,104,Student,167985,AAST290-41690-201910,ESOL Level 5 Combined Skills - 41690,AAST290-41690-201910,0,,1266589,SI 1,,90.0,25.0,100.0,2018-09-25T23:38:26.403
shakirz1,Amanuel,Dee,104,Student,167985,AAST290-41690-201910,ESOL Level 5 Combined Skills - 41690,AAST290-41690-201910,0,,1271929,Class 20,,5.0,5.0,0.0,2018-10-11T18:58:39.957
mehd,Margaret,Liu,104,Student,167985,AAST290-41690-201910,ESOL Level 5 Combined Skills - 41690,AAST290-41690-201910,0,,1253798,Class 30,,5.0,50.0,100.0,2018-09-27T22:12:30.670
aldulair,Andrew,Rivas-Ayala,104,Student,167985,AAST290-41690-201910,ESOL Level 5 Combined Skills - 41690,AAST290-41690-201910,0,,1261073,Class 26,,5.0,5.0,64.0,2018-11-30T00:39:12.913
izadim,Cesar,Mashhadani,104,Student,167985,AAST290-41690-201910,ESOL Level 5 Combined Skills - 41690,AAST290-41690-201910,0,,1250747,Class 11,,10.0,10.0,100.0,2018-11-30T00:39:11.900
gamezmaa,Yassameen,Gugsa,104,Student,167985,AAST290-41690-201910,ESOL Level 5 Combined Skills - 41690,AAST290-41690-201910,0,,1253810,Class 31,,0.0,5.0,100.0,2018-12-18T22:59:22.840
chavezc5,Ali,Khudhair,104,Student,167985,AAST290-41690-201910,ESOL Level 5 Combined Skills - 41690,AAST290-41690-201910,0,,1271915,Descriptive or Narrative,,48.0,5.0,100.0,2018-11-30T00:39:11.727
mehd,Yassameen,Rivas-Ayala,104,Student,167985,AAST290-41690-201910,ESOL Level 5 Combined Skills - 41690,AAST290-41690-201910,0,,1271911,Class 27,,22.5,5.0,0.0,2018-12-18T22:59:21.577
osmana,Aliuska,Gamez Martin,104,Student,167985,AAST290-41690-201910,ESOL Level 5 Combined Skills - 41690,AAST290-41690-201910,0,,1271920,Reflective,,10.0,50.0,100.0,2018-12-14T01:19:29.167
mehd,Xianyao,Osman,104,Student,167985,AAST290-41690-201910,ESOL Level 5 Combined Skills - 41690,AAST290-41690-201910,0,,1266589,Class 16,,5.0,5.0,100.0,2018-10-09T23:35:04.643
mashhada,Amanuel,Liu,104,Student,167985,AAST290-41690-201910,ESOL Level 5 Combined Skills - 41690,AAST290-41690-201910,0,,1253798,RR 4,,5.0,5.0,100.0,2018-12-11T23:54:25.533
gugsaa,Zahraa,Dee,104,Student,167985,AAST290-41690-201910,ESOL Level 5 Combined Skills - 41690,AAST290-41690-201910,0,,1271920,WC 1,,5.0,5.0,100.0,2018-12-07T01:41:32.850
liux12,Paulina,Hassan,104,Student,167985,AAST290-41690-201910,ESOL Level 5 Combined Skills - 41690,AAST290-41690-201910,0,,1253805,Discussion Post 4,,90.0,10.0,100.0,2018-12-07T01:45:19.017
rivasayp,Andrew,Osman,104,Student,167985,AAST290-41690-201910,ESOL Level 5 Combined Skills - 41690,AAST290-41690-201910,0,,1253809,SI 2,,5.0,10.0,100.0,2018-11-01T21:52:39.230
mashhada,Amanuel,Hassan,104,Student,167985,AAST290-41690-201910,ESOL Level 5 Combined Skills - 41690,AAST290-41690-201910,0,,1253814,Midterm,,0.0,10.0,0.0,2018-12-04T22:24:14.783
aldulair,Amanuel,Gugsa,104,Student,167985,AAST290-41690-201910,ESOL Level 5 Combined Skills - 41690,AAST290-41690-201910,0,,1271914,Skills Test 1,,5.0,25.0,100.0,2018-12-18T22:59:21.480
